"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
3104,280,"y","y",84916,"CIRH1A","---+--",7257,-10.139,"-",3.69E-24,"--------",8009,-8.46,"-",2.67E-17,15266,-13.119,"-",2.57E-39,"+",394,0.007,0.003,3.69E-02,"+",394,0.012,0.003,3.05E-04,"--",515,-1.893,5.83E-02,"-",299,-0.007,0.005,1.64E-01,"--",567,-2.757,5.83E-03,"+",869,0.005,0.001,2.38E-06,"-",1244,-0.002,0.000,1.84E-10,"-+",362,-0.532,5.95E-01
25914,281,"y","y",23708,"GSPT2","------",7257,-11.113,"-",1.08E-28,"--------",8009,-7.52,"-",5.61E-14,15266,-13.107,"-",3.01E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-?",302,-4.559,5.15E-06,"-",299,-0.011,0.004,2.15E-03,"?-",354,-0.451,6.52E-01,"+",869,0.001,0.001,7.60E-02,"?",0,"ns","ns","ns","++",362,1.385,1.66E-01
61285,282,"y","y",83464,"APH1B","++++++",7257,8.160,"+",3.35E-16,"++++++++",8009,10.31,"+",6.09E-25,15266,13.097,"+",3.44E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,0.310,7.56E-01,"-",299,0.000,0.004,9.18E-01,"--",567,-1.840,6.58E-02,"+",869,0.000,0.001,6.95E-01,"?",0,"ns","ns","ns","++",362,0.657,5.11E-01
28295,283,"y","y",1875,"E2F5","------",7257,-9.667,"-",4.17E-22,"-+------",8009,-8.88,"-",6.74E-19,15266,-13.096,"-",3.46E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?-",213,-3.149,1.64E-03,"?",0,"ns","ns","ns","+-",567,-0.847,3.97E-01,"+",869,0.000,0.001,9.23E-01,"?",0,"ns","ns","ns","--",362,-2.385,1.71E-02
61015,284,"y","y",256987,"SERINC5","------",7257,-10.100,"-",5.51E-24,"--------",8009,-8.46,"-",2.63E-17,15266,-13.093,"-",3.62E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-2.799,5.13E-03,"-",299,-0.032,0.006,3.06E-08,"-?",213,-1.685,9.19E-02,"-",869,-0.004,0.002,8.94E-03,"-",1244,-0.001,0.000,7.00E-06,"-?",134,-3.092,1.99E-03
9449,285,"y","y",51386,"EIF3L","------",7257,-10.134,"-",3.89E-24,"--------",8009,-8.42,"-",3.69E-17,15266,-13.088,"-",3.87E-39,"+",394,0.002,0.003,5.14E-01,"+",394,0.003,0.003,3.98E-01,"?-",213,-1.279,2.01E-01,"?",0,"ns","ns","ns","--",567,-0.796,4.26E-01,"-",869,-0.001,0.001,1.85E-01,"?",0,"ns","ns","ns","++",362,0.779,4.36E-01
23345,286,"y","y",91782,"CHMP7","------",7257,-9.888,"-",4.69E-23,"--------",8009,-8.62,"-",6.83E-18,15266,-13.059,"-",5.61E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-5.051,4.40E-07,"-",299,-0.037,0.006,1.84E-08,"-+",567,0.456,6.48E-01,"+",869,0.001,0.001,1.29E-01,"?",0,"ns","ns","ns","--",362,-2.268,2.34E-02
10341,287,"y","y",64757,"MARCH1","+++?++",6376,9.914,"+",3.60E-23,"++++++-+",8009,8.65,"+",5.15E-18,14385,13.055,"+",5.95E-39,"+",394,0.006,0.003,5.78E-02,"+",394,0.001,0.003,6.99E-01,"++",515,2.420,1.55E-02,"+",299,0.005,0.003,6.62E-02,"+-",567,-1.085,2.78E-01,"?",0,"ns","ns","ns","-",1244,-0.001,0.000,1.39E-01,"+-",362,-2.653,7.98E-03
25753,288,"y","y",1662,"DDX10","------",7257,-9.769,"-",1.53E-22,"--------",8009,-8.71,"-",3.09E-18,15266,-13.043,"-",6.98E-39,"+",394,0.001,0.003,7.65E-01,"-",394,-0.009,0.003,9.07E-03,"--",515,-1.387,1.65E-01,"-",299,-0.009,0.004,1.90E-02,"--",567,-2.565,1.03E-02,"+",869,0.001,0.001,2.31E-01,"-",1244,-0.001,0.000,6.44E-06,"--",362,-1.718,8.57E-02
37702,289,"y","y",8270,"LAGE3","------",7257,-8.291,"-",1.12E-16,"--------",8009,-10.11,"-",5.20E-24,15266,-13.036,"-",7.59E-39,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-?",302,-0.348,7.28E-01,"-",299,-0.015,0.005,4.50E-03,"?-",354,-0.842,4.00E-01,"+",869,0.000,0.001,8.25E-01,"?",0,"ns","ns","ns","++",362,0.889,3.74E-01
51772,290,"y","y",3688,"ITGB1","++-?++",6376,7.509,"+",5.98E-14,"++++-+++",8009,10.77,"+",4.69E-27,14385,13.036,"+",7.61E-39,"-",394,-0.005,0.003,1.16E-01,"+",394,0.003,0.003,3.36E-01,"++",515,3.366,7.63E-04,"+",299,0.048,0.012,6.61E-05,"-+",567,-0.643,5.20E-01,"-",869,-0.001,0.001,3.20E-01,"?",0,"ns","ns","ns","-+",362,0.570,5.69E-01
28312,291,"y","y",84128,"WDR75","------",7257,-10.364,"-",3.62E-25,"--------",8009,-8.09,"-",5.84E-16,15266,-13.007,"-",1.11E-38,"+",394,0.006,0.003,7.38E-02,"+",394,0.016,0.003,1.14E-06,"+-",515,-0.311,7.56E-01,"-",299,-0.011,0.005,2.88E-02,"--",567,-1.546,1.22E-01,"+",869,0.001,0.001,2.40E-01,"-",1244,-0.002,0.000,2.26E-07,"--",362,-2.143,3.22E-02
24533,292,"y","y",55013,"CCDC109B","------",7257,-9.561,"-",1.16E-21,"--------",8009,-8.82,"-",1.19E-18,15266,-12.978,"-",1.64E-38,"?",0,"ns","ns","ns","-",394,-0.010,0.004,7.40E-03,"--",515,-1.726,8.44E-02,"-",299,-0.023,0.007,5.31E-04,"--",567,-1.525,1.27E-01,"+",869,0.005,0.002,4.85E-03,"-",1244,-0.002,0.001,1.53E-04,"-+",362,-0.552,5.81E-01
34294,293,"y","y",5198,"PFAS","------",7257,-8.318,"-",8.97E-17,"-----+--",8009,-9.97,"-",2.08E-23,15266,-12.956,"-",2.19E-38,"+",394,0.004,0.003,1.91E-01,"+",394,0.006,0.003,7.15E-02,"--",515,-2.694,7.06E-03,"-",299,-0.018,0.004,8.80E-06,"+-",567,-0.103,9.18E-01,"+",869,0.003,0.001,2.80E-04,"-",1244,-0.002,0.000,1.15E-13,"+-",362,-0.784,4.33E-01
65533,294,"y","y",84293,"FAM213A","------",7257,-9.311,"-",1.26E-20,"---+----",8009,-9.02,"-",1.90E-19,15266,-12.953,"-",2.27E-38,"-",394,-0.002,0.003,5.88E-01,"+",394,0.001,0.004,7.71E-01,"--",515,-2.208,2.72E-02,"-",299,-0.007,0.003,1.08E-02,"+?",213,0.403,6.87E-01,"-",869,-0.004,0.002,1.21E-02,"?",0,"ns","ns","ns","--",362,-2.511,1.21E-02
63561,295,"y","y",91151,"TIGD7","------",7257,-9.438,"-",3.79E-21,"+-------",8009,-8.90,"-",5.72E-19,15266,-12.952,"-",2.29E-38,"-",394,-0.002,0.003,5.91E-01,"+",394,0.004,0.003,2.55E-01,"-+",515,-0.677,4.99E-01,"-",299,-0.004,0.002,1.01E-01,"-+",567,-0.097,9.23E-01,"-",869,-0.003,0.001,6.75E-05,"-",1244,-0.002,0.000,1.41E-09,"-?",134,-2.492,1.27E-02
369,296,"y","y",5569,"PKIA","---?--",6376,-8.944,"-",3.74E-19,"--------",8009,-9.37,"-",7.13E-21,14385,-12.948,"-",2.42E-38,"+",394,0.000,0.004,9.34E-01,"+",394,0.002,0.003,6.12E-01,"+-",515,-0.712,4.77E-01,"-",299,-0.018,0.006,4.36E-03,"--",567,-1.800,7.19E-02,"+",869,0.001,0.001,1.70E-01,"-",1244,-0.002,0.000,2.89E-06,"-+",362,-0.397,6.92E-01
7178,297,"y","y",970,"CD70","++++++",7257,9.914,"+",3.63E-23,"++++++++",8009,8.43,"+",3.37E-17,15266,12.943,"+",2.56E-38,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,5.014,5.34E-07,"+",299,0.007,0.003,2.95E-02,"++",567,1.494,1.35E-01,"-",869,-0.001,0.001,2.94E-01,"?",0,"ns","ns","ns","+?",134,0.246,8.06E-01
23863,298,"y","y",9743,"ARHGAP32","------",7257,-8.356,"-",6.49E-17,"-----+--",8009,-9.91,"-",3.90E-23,15266,-12.937,"-",2.80E-38,"+",394,0.003,0.003,3.59E-01,"-",394,-0.010,0.003,3.05E-03,"?",0,"ns","ns","?",0,"ns","ns","ns","?-",354,-0.196,8.45E-01,"?",0,"ns","ns","ns","-",1244,-0.001,0.000,5.67E-07,"-?",134,-1.080,2.80E-01
55167,299,"y","y",22891,"ZNF365","++-+++",7257,9.664,"+",4.29E-22,"?+++++?+",5590,8.60,"+",8.26E-18,12847,12.933,"+",2.91E-38,"+",394,0.008,0.003,8.13E-03,"+",394,0.005,0.003,1.63E-01,"++",515,5.649,1.62E-08,"+",299,0.020,0.004,5.64E-06,"+?",213,1.820,6.87E-02,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+?",134,0.458,6.47E-01
7765,300,"y","y",1938,"EEF2","------",7257,-10.416,"-",2.10E-25,"--------",8009,-7.92,"-",2.47E-15,15266,-12.914,"-",3.73E-38,"-",394,-0.008,0.003,2.57E-03,"-",394,-0.003,0.003,3.45E-01,"--",515,-1.021,3.07E-01,"-",299,-0.014,0.004,1.02E-03,"++",567,1.386,1.66E-01,"-",869,0.000,0.001,5.36E-01,"?",0,"ns","ns","ns","++",362,1.336,1.81E-01
22702,301,"y","y",4489,"MT1A","++++++",7257,9.646,"+",5.11E-22,"-+++++++",8009,8.63,"+",5.93E-18,15266,12.904,"+",4.26E-38,"+",394,0.010,0.003,3.57E-04,"+",394,0.012,0.003,5.06E-05,"++",515,1.770,7.67E-02,"-",299,-0.007,0.007,3.21E-01,"++",567,3.793,1.49E-04,"+",869,0.001,0.001,3.74E-01,"?",0,"ns","ns","ns","??",134,0.000,1.00E+00
2368,302,"y","y",57595,"PDZD4","++-+++",7257,8.255,"+",1.52E-16,"++++++++",8009,9.94,"+",2.76E-23,15266,12.892,"+",5.00E-38,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+?",302,3.427,6.10E-04,"+",299,0.038,0.008,8.91E-06,"?-",354,-0.043,9.66E-01,"+",869,0.000,0.001,8.84E-01,"?",0,"ns","ns","ns","++",362,2.479,1.32E-02
52419,303,"y","y",51611,"DPH5","------",7257,-10.600,"-",2.97E-26,"--------",8009,-7.71,"-",1.31E-14,15266,-12.889,"-",5.17E-38,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?-",213,-2.306,2.11E-02,"?",0,"ns","ns","ns","--",567,-3.637,2.76E-04,"+",869,0.001,0.001,2.92E-01,"?",0,"ns","ns","ns","-+",362,-0.295,7.68E-01
64477,304,"y","y",84033,"OBSCN","------",7257,-8.249,"-",1.59E-16,"-----+--",8009,-9.94,"-",2.88E-23,15266,-12.885,"-",5.46E-38,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?-",213,-1.876,6.07E-02,"?",0,"ns","ns","ns","+?",213,2.118,3.42E-02,"-",869,-0.001,0.000,1.88E-01,"?",0,"ns","ns","ns","--",362,-3.159,1.58E-03
27426,305,"y","y",55619,"DOCK10","------",7257,-10.659,"-",1.59E-26,"--------",8009,-7.62,"-",2.62E-14,15266,-12.865,"-",7.08E-38,"-",394,-0.013,0.004,2.54E-04,"+",394,0.002,0.003,4.96E-01,"--",515,-0.869,3.85E-01,"-",299,-0.021,0.008,1.24E-02,"-+",567,0.138,8.90E-01,"-",869,0.000,0.001,9.63E-01,"?",0,"ns","ns","ns","--",362,-2.371,1.77E-02
59417,306,"y","y",55226,"NAT10","------",7257,-10.799,"-",3.47E-27,"--------",8009,-7.47,"-",8.36E-14,15266,-12.852,"-",8.34E-38,"+",394,0.018,0.003,1.92E-09,"+",394,0.020,0.003,1.32E-11,"?-",213,-2.347,1.89E-02,"?",0,"ns","ns","ns","-+",567,-0.927,3.54E-01,"+",869,0.002,0.001,6.17E-02,"-",1244,-0.001,0.000,1.49E-04,"-+",362,-0.576,5.65E-01
60326,307,"y","y",10970,"CKAP4","++++++",7257,9.966,"+",2.15E-23,"++++++++",8009,8.24,"+",1.73E-16,15266,12.839,"+",9.90E-38,"-",394,-0.010,0.003,2.48E-03,"-",394,-0.018,0.003,1.68E-07,"?+",213,1.836,6.64E-02,"?",0,"ns","ns","ns","+-",567,-0.431,6.66E-01,"+",869,0.001,0.001,4.74E-01,"-",1244,-0.001,0.001,6.42E-02,"+-",362,-1.221,2.22E-01
16025,308,"y","y",27300,"ZNF544","------",7257,-10.202,"-",1.95E-24,"--------",8009,-7.99,"-",1.40E-15,15266,-12.818,"-",1.31E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-0.560,5.75E-01,"-",299,-0.014,0.004,1.34E-03,"--",567,-0.554,5.80E-01,"-",869,0.000,0.001,7.53E-01,"?",0,"ns","ns","ns","-+",362,-0.668,5.04E-01
8417,309,"y","y",123036,"TC2N","------",7257,-9.248,"-",2.28E-20,"--------",8009,-8.89,"-",6.01E-19,15266,-12.817,"-",1.32E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-1.169,2.43E-01,"-",299,-0.012,0.008,1.16E-01,"--",567,-0.821,4.12E-01,"-",869,-0.013,0.003,1.76E-04,"?",0,"ns","ns","ns","-+",362,-0.516,6.06E-01
59592,310,"y","y",151888,"BTLA","------",7257,-9.919,"-",3.44E-23,"---+----",8009,-8.21,"-",2.15E-16,15266,-12.788,"-",1.91E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-1.109,2.68E-01,"-",299,-0.008,0.003,9.85E-03,"--",567,-1.445,1.48E-01,"-",869,-0.009,0.002,1.67E-04,"?",0,"ns","ns","ns","--",362,-1.708,8.77E-02
50214,311,"y","y",7089,"TLE2","------",7257,-7.861,"-",3.82E-15,"--------",8009,-10.16,"-",3.07E-24,15266,-12.777,"-",2.21E-37,"+",394,0.013,0.003,3.37E-06,"+",394,0.017,0.003,9.07E-08,"--",515,-2.111,3.48E-02,"-",299,-0.010,0.003,1.49E-03,"+?",213,1.761,7.83E-02,"-",869,0.000,0.000,9.75E-01,"-",1244,-0.002,0.000,2.80E-08,"--",362,-2.050,4.04E-02
100,312,"y","y",10576,"CCT2","---+--",7257,-9.816,"-",9.60E-23,"--------",8009,-8.28,"-",1.26E-16,15266,-12.763,"-",2.63E-37,"-",394,-0.007,0.003,4.05E-02,"-",394,-0.011,0.003,8.17E-04,"+-",515,-0.859,3.90E-01,"-",299,-0.009,0.004,1.86E-02,"--",567,-4.842,1.28E-06,"+",869,0.004,0.001,3.55E-03,"?",0,"ns","ns","ns","--",362,-1.754,7.94E-02
39231,313,"y","y",56652,"C10orf2","------",7257,-8.994,"-",2.38E-19,"--------",8009,-9.05,"-",1.41E-19,15266,-12.757,"-",2.84E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,-0.578,5.63E-01,"-",299,-0.004,0.002,4.86E-02,"-?",213,-0.626,5.31E-01,"+",869,0.001,0.001,2.73E-01,"-",1244,-0.002,0.000,1.87E-13,"-?",134,-0.681,4.96E-01
27635,314,"y","y",51466,"EVL","------",7257,-10.099,"-",5.57E-24,"--------",8009,-7.98,"-",1.44E-15,15266,-12.745,"-",3.34E-37,"+",394,0.005,0.003,1.25E-01,"-",394,-0.006,0.003,6.22E-02,"+-",515,-0.034,9.73E-01,"-",299,-0.001,0.005,8.77E-01,"-+",567,1.451,1.47E-01,"-",869,-0.005,0.001,1.72E-05,"?",0,"ns","ns","ns","--",362,-4.124,3.73E-05
66929,315,"y","y",356,"FASLG","++-+++",7257,8.926,"+",4.43E-19,"++++++++",8009,9.10,"+",9.49E-20,15266,12.741,"+",3.48E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?+",213,4.227,2.37E-05,"+",299,0.004,0.002,3.38E-02,"++",567,1.968,4.90E-02,"+",869,0.000,0.001,6.04E-01,"+",1244,0.001,0.000,4.66E-04,"++",362,1.793,7.30E-02
37226,316,"y","y",26354,"GNL3","------",7257,-9.720,"-",2.48E-22,"--------",8009,-8.30,"-",1.02E-16,15266,-12.715,"-",4.87E-37,"-",394,0.000,0.003,9.40E-01,"-",394,-0.013,0.003,3.71E-05,"+-",515,-0.760,4.47E-01,"-",299,-0.012,0.005,3.21E-02,"--",567,-4.212,2.54E-05,"+",869,0.001,0.001,1.19E-01,"?",0,"ns","ns","ns","--",362,-4.022,5.76E-05
13742,317,"y","y",6194,"RPS6","------",7257,-9.996,"-",1.59E-23,"--------",8009,-8.01,"-",1.17E-15,15266,-12.692,"-",6.57E-37,"-",394,-0.002,0.003,4.72E-01,"+",394,0.003,0.003,2.55E-01,"+-",515,-0.750,4.53E-01,"-",299,-0.010,0.004,2.35E-02,"--",567,-5.789,7.08E-09,"-",869,-0.001,0.001,6.37E-03,"-",1244,-0.001,0.001,1.86E-02,"++",362,1.147,2.51E-01
45460,318,"y","y",10538,"BATF","++-+++",7257,9.018,"+",1.92E-19,"++++++++",8009,8.93,"+",4.35E-19,15266,12.684,"+",7.26E-37,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,5.101,3.39E-07,"+",299,0.016,0.005,4.67E-04,"+-",567,0.010,9.92E-01,"-",869,-0.004,0.001,1.49E-03,"+",1244,0.003,0.000,4.01E-17,"++",362,1.333,1.82E-01
16221,319,"y","y",3394,"IRF8","------",7257,-9.254,"-",2.15E-20,"----+---",8009,-8.66,"-",4.87E-18,15266,-12.651,"-",1.11E-36,"-",394,-0.003,0.004,3.78E-01,"-",394,-0.014,0.003,3.61E-05,"--",515,-3.858,1.15E-04,"+",299,0.003,0.007,5.98E-01,"--",567,-1.337,1.81E-01,"-",869,-0.003,0.002,7.04E-02,"?",0,"ns","ns","ns","--",362,-1.984,4.73E-02
41081,320,"y","y",974,"CD79B","------",7257,-8.299,"-",1.05E-16,"---+----",8009,-9.56,"-",1.21E-21,15266,-12.644,"-",1.20E-36,"?",0,"ns","ns","ns","+",394,0.000,0.002,8.89E-01,"++",515,0.339,7.34E-01,"+",299,0.003,0.009,7.14E-01,"+-",567,-1.684,9.23E-02,"-",869,-0.003,0.002,3.23E-02,"?",0,"ns","ns","ns","+-",362,-0.338,7.36E-01
64865,321,"y","y",58477,"SRPRB","------",7257,-10.121,"-",4.45E-24,"--------",8009,-7.78,"-",7.40E-15,15266,-12.612,"-",1.82E-36,"-",394,-0.003,0.003,3.53E-01,"+",394,0.002,0.003,4.75E-01,"?-",213,-1.918,5.51E-02,"?",0,"ns","ns","ns","--",567,-3.958,7.57E-05,"+",869,0.005,0.001,5.49E-04,"-",1244,-0.001,0.000,2.12E-05,"--",362,-2.132,3.30E-02
34877,322,"y","y",10223,"GPA33","------",7257,-10.560,"-",4.57E-26,"------+-",8009,-7.30,"-",2.89E-13,15266,-12.568,"-",3.17E-36,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-5.689,1.28E-08,"+",299,0.002,0.003,5.53E-01,"++",567,0.409,6.83E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-?",134,-1.392,1.64E-01
41740,323,"y","y",25926,"NOL11","------",7257,-9.217,"-",3.07E-20,"--------",8009,-8.57,"-",1.06E-17,15266,-12.56,"-",3.51E-36,"+",394,0.009,0.004,1.60E-02,"+",394,0.002,0.003,5.87E-01,"+-",515,-0.633,5.27E-01,"-",299,-0.012,0.005,2.19E-02,"--",567,-3.703,2.13E-04,"+",869,0.002,0.001,5.36E-02,"?",0,"ns","ns","ns","-+",362,-1.599,1.10E-01
49796,324,"y","y",9840,"TESPA1","------",7257,-11.236,"-",2.73E-29,"--------",8009,-6.64,"-",3.17E-11,15266,-12.555,"-",3.74E-36,"?",0,"ns","ns","ns","-",394,-0.006,0.003,7.67E-02,"?-",213,-1.001,3.17E-01,"?",0,"ns","ns","ns","--",567,-0.855,3.92E-01,"-",869,-0.003,0.001,9.87E-03,"?",0,"ns","ns","ns","--",362,-1.357,1.75E-01
32538,325,"y","y",7107,"GPR137B","++-+++",7257,8.630,"+",6.14E-18,"-+++++++",8009,9.10,"+",8.85E-20,15266,12.543,"+",4.35E-36,"-",394,-0.024,0.003,2.45E-12,"-",394,-0.003,0.003,3.34E-01,"++",515,1.684,9.21E-02,"+",299,0.010,0.004,1.49E-02,"--",567,-0.618,5.36E-01,"-",869,-0.004,0.002,3.21E-02,"+",1244,0.004,0.000,2.91E-24,"++",362,2.638,8.33E-03
31937,326,"y","y",11213,"IRAK3","++++++",7257,9.088,"+",1.01E-19,"+++-++++",8009,8.66,"+",4.68E-18,15266,12.539,"+",4.57E-36,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?+",213,0.697,4.86E-01,"?",0,"ns","ns","ns","-+",567,0.830,4.07E-01,"-",869,-0.004,0.004,2.80E-01,"+",1244,0.000,0.001,6.44E-01,"+-",362,-0.639,5.23E-01
12810,327,"y","y",80324,"PUS1","------",7257,-8.866,"-",7.60E-19,"--------",8009,-8.87,"-",7.19E-19,15266,-12.539,"-",4.58E-36,"+",394,0.012,0.003,5.96E-05,"+",394,0.018,0.003,4.07E-10,"++",515,1.750,8.01E-02,"-",299,-0.015,0.005,3.55E-03,"++",567,2.151,3.15E-02,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",362,-2.101,3.56E-02
60098,328,"y","y",6418,"SET","------",7257,-8.423,"-",3.66E-17,"--------",8009,-9.28,"-",1.77E-20,15266,-12.526,"-",5.39E-36,"-",394,-0.006,0.003,3.62E-02,"-",394,-0.012,0.003,2.47E-06,"--",515,-1.077,2.82E-01,"-",299,-0.015,0.008,7.97E-02,"-+",567,-1.206,2.28E-01,"+",869,0.001,0.001,2.99E-01,"?",0,"ns","ns","ns","-+",362,0.609,5.42E-01
37742,329,"y","y",430,"ASCL2","++++++",7257,10.542,"+",5.52E-26,"+++-++++",8009,7.18,"+",6.85E-13,15266,12.471,"+",1.08E-35,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,2.752,5.92E-03,"+",299,0.018,0.008,2.99E-02,"++",567,1.092,2.75E-01,"?",0,"ns","ns","ns","+",1244,0.001,0.000,1.26E-03,"++",362,0.805,4.21E-01
8292,330,"y","y",84365,"MKI67IP","--+---",7257,-9.288,"-",1.57E-20,"--------",8009,-8.35,"-",7.03E-17,15266,-12.449,"-",1.41E-35,"-",394,-0.005,0.003,1.70E-01,"-",394,-0.007,0.003,3.55E-02,"--",515,-1.221,2.22E-01,"-",299,-0.018,0.007,6.45E-03,"--",567,-4.723,2.33E-06,"-",869,0.000,0.001,9.17E-01,"-",1244,-0.002,0.000,1.31E-06,"-+",362,-0.498,6.18E-01
4766,331,"y","y",79888,"LPCAT1","++--++",7257,9.620,"+",6.56E-22,"++++++-+",8009,8.01,"+",1.18E-15,15266,12.432,"+",1.75E-35,"+",394,0.007,0.003,1.33E-02,"+",394,0.000,0.003,9.87E-01,"++",515,2.215,2.67E-02,"+",299,0.017,0.004,6.22E-05,"+-",567,1.298,1.94E-01,"-",869,-0.001,0.001,5.17E-01,"+",1244,0.005,0.001,8.33E-19,"++",362,0.914,3.61E-01
36478,332,"y","y",126410,"CYP4F22","++++++",7257,7.785,"+",6.96E-15,"++++++++",8009,9.74,"+",2.01E-22,15266,12.423,"+",1.95E-35,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?+",213,2.306,2.11E-02,"+",299,0.006,0.003,9.22E-02,"++",567,2.181,2.92E-02,"-",869,0.000,0.001,6.08E-01,"?",0,"ns","ns","ns","+?",134,0.064,9.49E-01
64740,333,"y","y",9935,"MAFB","++++++",7257,8.032,"+",9.58E-16,"++++-+++",8009,9.47,"+",2.78E-21,15266,12.398,"+",2.69E-35,"?",0,"ns","ns","ns","-",394,-0.013,0.003,7.46E-05,"++",515,1.486,1.37E-01,"+",299,0.022,0.010,2.01E-02,"++",567,4.600,4.22E-06,"-",869,0.000,0.001,5.64E-01,"+",1244,0.005,0.001,3.01E-09,"++",362,0.937,3.49E-01
5527,334,"y","y",3702,"ITK","------",7257,-11.487,"-",1.54E-30,"-------+",8009,-6.18,"-",6.52E-10,15266,-12.394,"-",2.82E-35,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,0.621,5.34E-01,"-",299,-0.001,0.006,8.60E-01,"+-",567,-0.804,4.22E-01,"-",869,0.000,0.001,7.75E-01,"-",1244,-0.002,0.001,4.64E-02,"--",362,-1.462,1.44E-01
33972,335,"y","y",8204,"NRIP1","------",7257,-8.223,"-",1.99E-16,"--+-----",8009,-9.21,"-",3.26E-20,15266,-12.34,"-",5.50E-35,"-",394,-0.005,0.004,1.28E-01,"-",394,-0.013,0.003,3.02E-04,"--",515,-5.121,3.04E-07,"-",299,-0.031,0.005,4.69E-09,"-+",567,2.293,2.18E-02,"-",869,-0.008,0.003,9.64E-03,"?",0,"ns","ns","ns","-+",362,0.012,9.90E-01
9697,336,"y","y",80256,"FAM214B","++++++",7257,6.945,"+",3.79E-12,"++++++++",8009,10.40,"+",2.50E-25,15266,12.321,"+",7.02E-35,"+",394,0.005,0.003,1.53E-01,"+",394,0.015,0.003,1.19E-05,"++",515,2.193,2.83E-02,"+",299,0.018,0.006,4.49E-03,"++",567,2.441,1.46E-02,"+",869,0.001,0.001,1.05E-01,"+",1244,0.002,0.000,1.90E-07,"+-",362,-0.177,8.59E-01
10941,337,"y","y",5140,"PDE3B","------",7257,-9.914,"-",3.61E-23,"--------",8009,-7.57,"-",3.70E-14,15266,-12.319,"-",7.12E-35,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,-0.084,9.33E-01,"-",299,-0.032,0.008,3.88E-05,"-+",567,0.879,3.80E-01,"-",869,-0.006,0.003,2.88E-02,"-",1244,-0.002,0.000,7.00E-12,"-+",362,-0.069,9.45E-01
14588,338,"y","y",112597,"LINC00152","++-+++",7257,6.989,"+",2.76E-12,"++++++++",8009,10.35,"+",4.07E-25,15266,12.318,"+",7.28E-35,"?",0,"ns","ns","ns","+",394,0.002,0.003,5.27E-01,"+?",302,2.863,4.20E-03,"+",299,0.047,0.007,5.13E-10,"?-",354,-2.867,4.15E-03,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-?",134,-1.440,1.50E-01
35276,339,"y","y",134266,"GRPEL2","------",7257,-10.395,"-",2.62E-25,"---+----",8009,-7.09,"-",1.30E-12,15266,-12.305,"-",8.47E-35,"+",394,0.000,0.003,9.97E-01,"-",394,-0.001,0.003,7.86E-01,"--",515,-2.038,4.15E-02,"-",299,-0.008,0.005,8.61E-02,"--",567,-1.187,2.35E-01,"+",869,0.002,0.001,1.03E-01,"?",0,"ns","ns","ns","-+",362,-0.198,8.43E-01
41354,340,"y","y",90871,"C9orf123","------",7257,-8.606,"-",7.57E-18,"--------",8009,-8.78,"-",1.59E-18,15266,-12.295,"-",9.60E-35,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-0.813,4.17E-01,"-",299,-0.022,0.006,3.93E-04,"-?",213,-0.187,8.52E-01,"-",869,-0.001,0.001,3.53E-01,"?",0,"ns","ns","ns","-+",362,-0.717,4.73E-01
